	CBC_MCAV_001	CBC_MCAV_002	CBC_MCAV_003	CBC_MCAV_004	CBC_MCAV_005	CBC_MCAV_006	CBC_MCAV_007	CBC_MCAV_008	CBC_MCAV_009	CBC_MCAV_010	CBC_MCAV_011	CBC_MCAV_012	CBC_MCAV_013	CBC_MCAV_014	CBC_MCAV_015	CBC_MCAV_016	CBC_MCAV_017	CBC_MCAV_018	CBC_MCAV_019	CBC_MCAV_020	CBC_MCAV_021	CBC_MCAV_022	CBC_MCAV_023	CBC_MCAV_024	CBC_MCAV_025	CBC_MCAV_026	CBC_MCAV_027	CBC_MCAV_028	CBC_MCAV_029	CBC_MCAV_030	CBC_MCAV_031	CBC_MCAV_032	CBC_MCAV_033	CBC_MCAV_034	CBC_MCAV_035	CBC_MCAV_036	CBC_MCAV_037	CBC_MCAV_038	CBC_MCAV_039	CBC_MCAV_040	CBC_MCAV_041	CBC_MCAV_042	CBC_MCAV_043	CBC_MCAV_044	CBC_MCAV_045	CBC_MCAV_046	CBC_MCAV_047	CBC_MCAV_048	CBC_MCAV_049	CBC_MCAV_050	CBC_MCAV_051	CBC_MCAV_052	CBC_MCAV_053	CBC_MCAV_054	CBC_MCAV_055	CBC_MCAV_056	CBC_MCAV_057	CBC_MCAV_058	CBC_MCAV_059	CBC_MCAV_060	CBC_MCAV_061	CBC_MCAV_062	CBC_MCAV_063	CBC_MCAV_064	CBC_MCAV_065	CBC_MCAV_066	CBC_MCAV_067	CBC_MCAV_068	CBC_MCAV_069	CBC_MCAV_070	CBC_MCAV_071	CBC_MCAV_072	CBC_MCAV_073	CBC_MCAV_074	CBC_MCAV_075	CBC_MCAV_076	CBC_MCAV_077	CBC_MCAV_078	CBC_MCAV_079	CBC_MCAV_080	CBC_MCAV_081	CBC_MCAV_082	CBC_MCAV_083	CBC_MCAV_084	CBC_MCAV_085	CBC_MCAV_086	CBC_MCAV_087	CBC_MCAV_088	CBC_MCAV_089	CBC_MCAV_090	CBC_MCAV_091	CBC_MCAV_092	CBC_MCAV_093	CBC_MCAV_094	CBC_MCAV_095	CBC_MCAV_096	CBC_MCAV_097	CBC_MCAV_098	CBC_MCAV_099	CBC_MCAV_100	CBC_MCAV_101	CBC_MCAV_102	CBC_MCAV_103	CBC_MCAV_104	CBC_MCAV_105	CBC_MCAV_106	CBC_MCAV_107	CBC_MCAV_108	CBC_MCAV_109	CBC_MCAV_110	CBC_MCAV_111	CBC_MCAV_112	CBC_MCAV_113	CBC_MCAV_114	CBC_MCAV_115	CBC_MCAV_116	CBC_MCAV_117	CBC_MCAV_118	CBC_MCAV_119	CBC_MCAV_120	CBC_MCAV_121	CBC_MCAV_122	CBC_MCAV_123	CBC_MCAV_124	CBC_MCAV_125	CBC_MCAV_126	CBC_MCAV_127	CBC_MCAV_128	CBC_MCAV_129	CBC_MCAV_130	CBC_MCAV_131	CBC_MCAV_132	CBC_MCAV_133	CBC_MCAV_134	CBC_MCAV_135	CBC_MCAV_136	CBC_MCAV_137	CBC_MCAV_138	CBC_MCAV_139	CBC_MCAV_140	CBC_MCAV_141	CBC_MCAV_142	CBC_MCAV_143	CBC_MCAV_144	CBC_MCAV_145	CBC_MCAV_146	CBC_MCAV_147	CBC_MCAV_148	CBC_MCAV_149	CBC_MCAV_150	CBC_MCAV_151	CBC_MCAV_152	CBC_MCAV_153	CBC_MCAV_154	CBC_MCAV_155	CBC_MCAV_156	CBC_MCAV_157	CBC_MCAV_158	CBC_MCAV_159	CBC_MCAV_160	CBC_MCAV_161	CBC_MCAV_162	CBC_MCAV_163	CBC_MCAV_164	CBC_MCAV_165	CBC_MCAV_166	CBC_MCAV_167	CBC_MCAV_168	CBC_MCAV_169	CBC_MCAV_170	CBC_MCAV_171	CBC_MCAV_172	CBC_MCAV_173	CBC_MCAV_174	CBC_MCAV_175	CBC_MCAV_176	CBC_MCAV_177	CBC_MCAV_178	CBC_MCAV_179	CBC_MCAV_180	CBC_MCAV_181	CBC_MCAV_182	CBC_MCAV_183	CBC_MCAV_184	CBC_MCAV_185	CBC_MCAV_186	CBC_MCAV_187	CBC_MCAV_188	CBC_MCAV_189	CBC_MCAV_190	CBC_MCAV_191	CBC_MCAV_192	CBC_MCAV_193	CBC_MCAV_194	CBC_MCAV_195	CBC_MCAV_196	CBC_MCAV_197	CBC_MCAV_198	CBC_MCAV_199	CBC_MCAV_200	CBC_MCAV_201	CBC_MCAV_202	CBC_MCAV_203	CBC_MCAV_204	CBC_MCAV_205	CBC_MCAV_206	CBC_MCAV_207	CBC_MCAV_208	CBC_MCAV_209	CBC_MCAV_210	CBC_MCAV_211	CBC_MCAV_212	CBC_MCAV_213	CBC_MCAV_214	CBC_MCAV_215	CBC_MCAV_216	CBC_MCAV_217	CBC_MCAV_218	CBC_MCAV_219	CBC_MCAV_220	CBC_MCAV_221	CBC_MCAV_222	CBC_MCAV_223	CBC_MCAV_224	CBC_MCAV_225	CBC_MCAV_226	CBC_MCAV_227	CBC_MCAV_228	CBC_MCAV_229	CBC_MCAV_230	CBC_MCAV_231	CBC_MCAV_232	CBC_MCAV_233	CBC_MCAV_234	CBC_MCAV_236	CBC_MCAV_237	CBC_MCAV_238	CBC_MCAV_239	CBC_MCAV_240	CBC_MCAV_241	CBC_MCAV_242
sq11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	83565	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	48133	0	0	0	0	0	32804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq12	376	0	1805	3678	2266	1769	2159	2382	1594	0	1395	3814	0	0	0	932	0	1	1119	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844	1723	0	0	0	0	0	640	1469	1251	0	1500	0	0	2065	1424	3	0	0	0	0	1497	2739	1790	2634	1669	0	3715	0	1	2752	2333	2230	2504	0	1457	2503	8	0	0	0	0	1197	6	2	0	0	11	0	0	0	57	1062	1474	2516	1611	5	0	1	0	0	0	0	0	0	0	1121	0	0	0	0	0	1948	0	0	0	111	0	1546	0	2786	0	0	2	2005	2066	1763	1536	1466	2648	1	2858	522	3047	948	0	0	3299	654	0	2001	2	0	1722	1136	0	4383	996	0	0	0	889	0	0	1724	62	0	0	0	1365	0	1622	2278	0	0	1579	1762	784	1331	788	349	1875	1961	1	1398	0	3547	0	552	1403	2393	2808	1054	1832	0	1292	0	0	0	2920	0	4157	622	2816	1122	0	0	2294	0	1649	1	997	3480	4853	1242	1477	474	2415	1150	0	2157	905	941	0	6473	1610	0	1201	1194	1572	1066	0	2003	2331	1671	2402	4834	2419	3	2791	1642	5	0	843	864	5164	1643	2262	1447	0	2429	0	909
sq13	0	9877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4242	15755	0	0	0	488	1270	3628	0	11534	15488	2672	0	0	11218	652	5000	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	132	76	760	0	0	53	0	0	0	0	0	0	0	0	0	0	59	0	0	10094	0	0	0	0	847	0	109	2445	0	362	0	753	0	1418	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	0	0	3190	16052	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2122	0	0	0	1044	56	0	0	46	0	2195	0	0	23392	14	27140	4988	4550	13817	86	0	0	0	0	0	0	0	80	0	0	0	0	0	0	110	4872	0	0	0	0	0	0	0	3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq14	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	52	0	0	0	2	2	15	0	47	48	14	0	0	53	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8356	14422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	19432	0	0	28206	0	6	0	0	1	0	132	14	13	35	18087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2113	0	0	0	0	0	0	2941	0	278	5956	1775	0	0	1558	0	3076	0	0	0	0	762	208	2239	1115	0	1493	0	6597	0	336	3543	1177	0	3051	0	0	0	1365	0	0	157	335	0	0	0	0	0	856	0	0	0	0	0	0	0	0	0	0	0	626	306	586	0	0	767	0	0	0	0	645	0	0	0	1347	0	0	0	0	0	0	0	3996	259	1002	0	0	0	0	0	0	2921	312	0	0	0	0	0	2848	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	3407	0	0	0	0	0	924	0	0	188	1511	785	0	0	202	0	0	0	0	0	0	0	579	0	0	459	0	226	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0
sq16	0	1759	0	0	0	0	0	0	0	0	0	0	3554	0	5805	0	0	0	0	253	1654	0	0	902	2080	123	770	1940	267	366	1238	2326	1480	0	1593	918	1384	3104	0	0	372	0	3848	52	360	0	0	0	0	0	2882	0	1444	0	0	0	1127	0	1881	0	1772	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	1120	873	0	0	0	0	221	1301	0	0	608	0	0	0	0	0	0	0	0	0	1413	0	2108	786	0	0	0	0	0	1737	88	1303	0	97	0	1455	0	0	0	0	452	0	1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2553	229	0	0	0	0	165	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6249	0	0	0	0	15	11	0	0	0	1	5	52	0	2	18	14	0	0	22	2	1	13521	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6880	3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	7560	0	0	0	8	0	0	0	0	0	10	0	0	5	0	0	0	0	4473	0	0	0	0	0	9601	0	0	0	0	0	3	0	0	15	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	6563	0	0	4022	0	2	0	0	0	0	24	9	8	3	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq18	0	3980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	1998	0	0	0	122	330	858	0	3303	3241	610	0	0	2816	215	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	6399	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	0	0	0	0	13	0	0	570	0	0	0	0	0	208	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	826	4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	213	4104	0	0	3121	0	555	0	0	0	0	6434	541	710	1450	2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq19	0	1385	0	0	0	0	0	0	0	0	0	0	4595	0	6552	0	0	0	0	341	1104	0	0	919	2160	96	971	1261	209	221	1132	1845	1359	0	1467	1090	1046	2066	0	0	267	0	2361	52	0	0	0	0	0	0	3072	0	782	0	0	0	656	0	2024	0	952	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	979	436	0	0	0	0	207	613	0	0	499	0	0	0	0	0	0	0	0	0	0	0	1458	579	0	0	0	0	0	1721	101	1827	0	171	0	1876	0	0	0	0	498	0	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2877	231	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	111	6	0	0	3	0	96	0	0	0	2283	0	0	3599	0	0	11	0	10748	0	0	6169	1853	0	95	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	11	1	12	0	0	0	0	0	0	3898	0	0	0	0	0	0	6597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7817	0	0	0	0	0	1	0	0	0	3858	0	0	0	0	0	0	0	0	0	0	0	1499	0	0	1	0	0	3358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
sq21	0	1484	0	0	0	0	0	0	0	0	0	0	3291	0	5916	0	0	0	0	209	1006	0	0	875	2023	0	660	1822	227	305	1058	1763	1387	0	1335	988	1206	2966	0	0	380	0	2796	0	301	0	0	0	0	0	2808	0	645	0	0	0	595	0	1654	0	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	1054	361	0	0	0	0	217	581	0	0	571	0	0	0	0	0	0	0	0	0	622	0	2033	699	0	0	0	0	0	1728	94	1476	0	144	0	1440	0	0	0	0	355	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1994	189	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq22	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	534	0	0	1390	147	488	69	0	230	0	0	0	0	0	0	0	0	0	0	0	1120	0	1114	0	0	0	0	0	0	0	0	222	1029	414	510	712	383	0	977	0	0	0	1538	909	288	0	0	0	0	0	731	0	0	0	0	474	1755	0	1382	0	0	0	0	463	0	1831	359	0	204	953	141	0	2893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	0	0	272	0	712	2005	0	1466	0	523	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	0	0	0	0	1989	0	0	0	1926	0	0	0	524	0	0	0	0	0	0	0	527	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	1134	0	0	0	0	0	0	0	327	0	0	393	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0
sq23	0	192	209	445	309	212	249	374	215	411	290	396	562	144	1088	86	243	219	119	0	515	0	238	133	237	0	0	248	0	0	0	167	122	0	163	0	248	255	242	188	0	0	236	0	0	0	173	254	0	227	263	0	335	274	293	159	0	0	192	282	402	175	324	150	0	377	0	269	269	286	254	380	120	310	245	286	197	136	170	0	251	197	274	0	0	218	446	0	92	295	250	214	335	205	196	125	332	0	0	103	145	87	0	0	149	0	0	265	0	356	344	0	332	238	0	0	345	0	437	0	242	213	233	202	245	172	254	402	243	345	97	360	138	0	267	443	98	0	213	453	0	154	264	0	290	159	133	256	0	106	143	0	164	334	0	190	0	153	0	252	216	0	0	170	109	152	342	157	0	254	215	197	253	356	231	194	0	181	290	194	161	228	0	243	0	0	205	405	0	619	103	402	189	0	133	375	0	184	177	0	354	323	0	250	0	274	121	0	211	0	83	0	329	167	0	132	142	164	131	0	218	224	211	254	531	216	94	282	158	170	0	110	79	456	205	91	100	0	241	193	0
sq24	362	1474	0	0	0	0	0	0	0	0	0	0	3619	0	5859	0	0	0	0	0	0	0	0	0	1313	0	0	0	186	329	906	1766	1266	0	1239	974	915	0	0	0	0	0	1929	0	0	0	0	0	0	0	2270	0	700	661	0	0	550	0	1664	0	731	868	0	0	0	0	0	0	0	0	1598	0	0	0	0	0	0	0	913	0	0	0	0	0	248	432	0	0	474	0	0	0	0	0	0	0	0	0	1053	0	2098	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0
sq25	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3493	0	0	0	0	7	5	0	0	0	0	1	22	0	67	2	12	0	0	6	2	4	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3610	2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4347	0	0	0	3	0	0	0	0	0	2	0	0	5	0	0	0	0	2563	0	0	0	0	0	4487	0	0	0	0	0	1	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3593	0	0	2713	0	5	0	0	0	0	10	0	4	11	4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq26	0	0	0	0	0	0	0	0	0	3993	0	0	0	0	0	0	446	0	0	0	0	0	0	535	0	0	0	585	0	311	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	4	0	0	48	50	0	0	0	650	0	193	0	0	0	362	0	10	0	0	0	0	0	0	0	0	0	0	156	481	0	2187	1220	0	0	0	0	1627	1880	108	0	597	224	38	0	0	0	0	0	0	2194	843	2656	0	37	0	0	238	133	0	508	542	0	0	0	818	531	0	0	0	0	0	0	580	0	0	0	1819	0	0	0	801	0	0	1506	0	0	0	0	159	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	541	0	0	1183	0	0	1644	0	0	463	0	0	0	0	1309	0	0	0
sq27	0	0	0	0	1654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	2131	0	0	0	0	0	0	0	2600	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2167	768	0	0	0	0	0	1029	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	1067	0	0	0	3144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	4260	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	131	588	762	4784	1601	0	0	0	0	0	0
sq28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	5315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	1330	0	0	0	0	0	0	12654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3820	4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	0	0	0	645	0	1318	0	0	0	957	0	0	887	0	0	0	0	1235	0	0	1548	516	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	1940	1014	148	0	165	0	0	0	0	0	143	0	0	0	0	0	4348	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0	4270	0	0	0	0	0	1382	0	0	0	3031	1194	0	0	460	0	0	0	0	0	0	0	994	0	0	0	0	0	2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	5152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1302	0	0	0	0	0	0	11280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	3758	4018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq31	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	0	0	0	0	0	0	272	0	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1709	1148	0	0	0	483	1299	1995	0	0	23	0	0	0	0	1134	0	0	0	1615	699	1607	0	0	0	0	190	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	467	3158	0	0	1875	0	0	0	404	0	0	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	664	0	0	1641	0	0	0	0	0	0	0	930	0	0	0
sq32	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2565	0	0	0	0	4	4	0	0	0	0	0	9	0	0	3	1	0	0	6	2	2	6264	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3892	1256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3625	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	1510	0	0	0	0	0	4656	0	0	0	0	0	2	0	0	6	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2435	0	0	1920	0	4	0	0	0	0	7	3	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
